order_id,date,region,country,product_category,product_name,units_sold,unit_price,discount_pct,revenue,sales_rep,customer_segment
ORD-00373,2024-06-30,North America,United States,Hardware,GPU Unit,38,1716.2,0.1879,52961.59,Eva Martinez,Government
ORD-01020,2024-06-03,europe,Germany,Services,Integration Service,17,1821.46,0.3188,21093.24,Iris Chen,Startup
ORD-00021,2023-08-31,EUROPE,italy,Accessories,Keyboard Mechanical,39,2997.84,0.436,65940.49,Carol White,Government
ORD-00819,2024-08-02,ASIA PACIFIC,australia,Accessories,Keyboard Mechanical,13,126.08,0.1732,1355.16,Carol White,SMB
ORD-00072,2024-04-26,EUROPE,France,Software,Analytics Dashboard,41,478.02,0.3102,13519.27,Eva Martinez,Enterprise
ORD-00559,2023-12-10,north america,United States,Accessories,Desk Mat XL,16,1301.03,0.3863,12775.07,Eva Martinez,Startup
ORD-00364,2024-10-14,europe,italy,Electronics,USB Hub,16,2479.46,,22477.79,Eva Martinez,Education
ORD-00061,2023-07-06,ASIA PACIFIC,China,Services,Audit Report,8,$1143.17,0.3829,5643.6,Henry Davis,SMB
ORD-00351,2023-07-26,EUROPE,UK,Electronics,Laptop Pro 15,15,1830.91,0.3742,17186.75,Frank Brown,Government
ORD-00111,2023-11-29,EUROPE,UK,Accessories,Mouse Ergonomic,2,832.29,0.2468,1253.76,Grace Kim,Education
ORD-00005,2023-07-16,EUROPE,italy,Electronics,USB Hub,10,1889.62,0.1627,15821.79,Bob Smith,Enterprise
ORD-00309,2023-02-19,north america,mexico,Software,Analytics Dashboard,18,1057.93,0.3242,12869.08,Grace Kim,Government
ORD-00610,2024-02-16,ASIA PACIFIC,australia,Electronics,Webcam HD,40,426.87,0.1386,14708.23,Jack Wilson,SMB
ORD-00837,2024-01-28,Asia pacific,Japan,Electronics,Webcam HD,42,97.36,0.1469,3488.43,Eva Martinez,SMB
ORD-00345,2024-08-25,north america,United States,Software,Analytics Dashboard,8,1039.6,0.1726,6881.32,Eva Martinez,SMB
ORD-01121,2023-05-16,EUROPE,germany,Software,Security Suite,29,1930.52,0.086,51170.36,Eva Martinez,Enterprise
ORD-00290,2024-04-19,ASIA PACIFIC,INDIA,Hardware,RAM 32GB,7,1081.27,0.2034,6029.38,Eva Martinez,Enterprise
ORD-00479,2024-06-20,europe,Germany,Software,Cloud Storage,143,1905.31,0.0244,265811.32,Alice Johnson,Startup
ORD-00386,2024-03-21,EUROPE,France,Software,Project Manager,13,624.67,0.3954,4909.78,Bob Smith,SMB
ORD-00774,2024-06-05,LATIN AMERICA,Brazil,Services,Audit Report,26,1530.75,0.2903,28245.71,Frank Brown,Government
ORD-01059,2024-02-24,North America,Canada,Hardware,Network Switch,18,$2247.07,0.1085,36058.73,Frank Brown,Enterprise
ORD-01034,2024-09-14,ASIA PACIFIC,australia,Software,CRM Suite,20,88.79,,1619.0,Grace Kim,Enterprise
ORD-00892,2023-06-20,ASIA PACIFIC,Japan,Services,Consulting Package,18,1576.04,0.3559,,Jack Wilson,Startup
ORD-00095,2023-08-24,north america,canada,Electronics,USB Hub,8,2500.18,0.3491,,Jack Wilson,Startup
ORD-00096,2024-10-05,LATIN AMERICA,Argentina,Accessories,Desk Mat XL,3,2165.57,0.3773,4045.5,Bob Smith,Enterprise
ORD-00954,2024-10-21,North America,mexico,Software,Cloud Storage,38,733.07,,,Grace Kim,Enterprise
ORD-01134,2023-12-01,europe,italy,Software,CRM Suite,17,961.88,0.1799,13410.24,Eva Martinez,Government
ORD-00667,2023-02-23,EUROPE,UK,Services,Audit Report,9,1647.7,0.3128,10190.69,Carol White,Government
ORD-00732,2024-12-25,north america,UNITED STATES,Hardware,Server Rack,5,2124.54,0.3583,6816.59,Eva Martinez,Education
ORD-00893,2024-05-21,Asia pacific,australia,Electronics,USB Hub,28,2917.69,0.3665,51753.99,Iris Chen,Education
ORD-00485,2023-03-29,ASIA PACIFIC,South Korea,Software,Project Manager,6,2456.32,0.1682,12259.0,Bob Smith,Enterprise
ORD-00120,2024-03-10,EUROPE,Germany,Software,Analytics Dashboard,22,$158.78,0.1994,,Henry Davis,Education
ORD-00059,2024-03-21,europe,italy,Electronics,Webcam HD,15,1910.39,,19534.69,Carol White,Education
ORD-00208,2024-02-28,North America,canada,Accessories,Desk Mat XL,18,2630.0,0.2346,36234.04,Eva Martinez,Startup
ORD-00409,2024-02-25,north america,mexico,Electronics,Wireless Headphones,13,2978.39,0.0768,35745.45,Jack Wilson,SMB
ORD-00380,2024-08-09,Asia pacific,australia,Accessories,Keyboard Mechanical,6,1879.84,0.1355,9750.73,Iris Chen,Startup
ORD-00413,2024-05-08,north america,UNITED STATES,Accessories,Cable Kit,3,139.87,0.1033,376.26,Grace Kim,Startup
ORD-00025,2024-06-19,EUROPE,SPAIN,Software,Cloud Storage,7,1861.94,0.2627,9609.66,Frank Brown,Startup
ORD-01010,2023-05-05,EUROPE,UK,Accessories,Keyboard Mechanical,7,1700.67,0.3889,7274.96,Jack Wilson,Education
ORD-00245,2023-11-23,North America,UNITED STATES,Software,Cloud Storage,4,1433.72,0.3135,3937.0,Bob Smith,Startup
ORD-00026,2023-03-16,LATIN AMERICA,CHILE,Software,Security Suite,13,2018.34,0.1423,22504.69,Alice Johnson,Government
ORD-00223,2024-10-31,europe,italy,Accessories,Mouse Ergonomic,21,685.3,0.3815,8901.02,Alice Johnson,Enterprise
ORD-00884,2023-05-30,Asia pacific,China,Accessories,Mouse Ergonomic,28,$405.55,0.4457,6294.3,Grace Kim,Enterprise
ORD-01006,2023-05-22,EUROPE,UK,Accessories,Cable Kit,16,1134.13,0.1966,14578.56,Iris Chen,Government
ORD-01067,2024-08-25,north america,canada,Accessories,Desk Mat XL,4,1366.04,0.0795,5029.76,Eva Martinez,Enterprise
ORD-00131,2024-08-08,europe,italy,Accessories,Docking Station,3,$2219.36,0.4091,3934.26,David Lee,Startup
ORD-00154,2024-06-15,europe,italy,Services,Integration Service,14,568.57,0.1653,6644.2,Eva Martinez,Enterprise
ORD-01024,2023-09-16,Asia pacific,australia,Electronics,Webcam HD,67,2966.71,0.0899,180900.19,Henry Davis,Government
ORD-00930,2023-12-14,Asia pacific,South Korea,Accessories,Docking Station,11,2791.37,0.3534,19853.9,Eva Martinez,Startup
ORD-00494,2023-07-31,LATIN AMERICA,brazil,Software,Project Manager,6,2730.1,0.244,12383.73,Carol White,Education
ORD-01050,2023-09-22,north america,canada,Electronics,4K Monitor,36,1658.82,0.1982,47881.51,Eva Martinez,Startup
ORD-00076,2024-08-12,north america,UNITED STATES,Hardware,GPU Unit,23,283.06,0.3762,4061.18,Jack Wilson,Enterprise
ORD-00902,2023-03-13,Asia pacific,australia,Electronics,4K Monitor,8,541.42,0.2735,3146.73,Carol White,Enterprise
ORD-01052,2023-09-21,ASIA PACIFIC,South Korea,Hardware,Server Rack,16,691.57,0.4464,6125.65,Alice Johnson,Startup
ORD-00317,2024-12-14,north america,mexico,Services,Integration Service,21,2512.86,0.068,49181.7,Bob Smith,Enterprise
ORD-00963,2024-06-08,north america,Canada,Accessories,Desk Mat XL,14,$586.6,0.0104,8126.99,Carol White,SMB
ORD-00942,2024-03-05,Asia pacific,Japan,Electronics,Webcam HD,24,2261.99,0.1572,45753.72,Henry Davis,Government
ORD-00634,2023-11-16,middle east,uae,Electronics,Laptop Pro 15,8,356.0,,2078.47,Henry Davis,SMB
ORD-00200,2023-03-01,ASIA PACIFIC,Japan,Accessories,Cable Kit,4,1365.75,,4339.81,Iris Chen,Government
ORD-01015,2024-11-14,Asia pacific,China,Software,Cloud Storage,48,1644.57,0.1305,68637.77,Bob Smith,Education
ORD-00135,2023-05-13,North America,United States,Accessories,Mouse Ergonomic,5,937.58,0.298,3290.91,Jack Wilson,Enterprise
ORD-00627,2023-01-20,middle east,Saudi Arabia,Software,Analytics Dashboard,5,1280.16,0.0503,6078.84,Henry Davis,Government
ORD-00260,2024-12-29,Asia pacific,INDIA,Electronics,4K Monitor,22,389.39,0.1124,7603.7,Frank Brown,SMB
ORD-00591,2023-01-06,LATIN AMERICA,CHILE,Services,Audit Report,12,2783.15,0.4112,19664.62,Grace Kim,Enterprise
ORD-00004,2023-02-14,LATIN AMERICA,CHILE,Electronics,Laptop Pro 15,41,1083.34,0.119,39131.32,Henry Davis,Education
ORD-00960,2023-08-01,EUROPE,France,Hardware,SSD 2TB,17,287.39,0.1626,4091.23,Grace Kim,Enterprise
ORD-00504,2024-05-27,middle east,uae,Electronics,USB Hub,19,1396.09,0.0407,25446.11,Bob Smith,SMB
ORD-00197,2024-01-18,North America,canada,Software,Analytics Dashboard,6,1439.75,0.445,4794.37,Grace Kim,Education
ORD-00657,2024-05-12,LATIN AMERICA,Argentina,Hardware,Network Switch,3075,1979.42,,3751852.05,Alice Johnson,Enterprise
ORD-00569,2023-05-05,europe,italy,Electronics,USB Hub,2,1159.42,0.3509,1505.16,Jack Wilson,Education
ORD-00027,2023-09-08,EUROPE,Germany,Accessories,Mouse Ergonomic,4,406.04,0.031,1573.81,Frank Brown,Startup
ORD-01104,2023-08-10,europe,UK,Accessories,Docking Station,10,615.73,0.0463,5872.22,Eva Martinez,SMB
ORD-00456,2024-04-16,EUROPE,germany,Software,Project Manager,6,1334.44,0.0151,,Bob Smith,Education
ORD-01111,2024-03-28,LATIN AMERICA,brazil,Accessories,Mouse Ergonomic,10,545.22,0.0048,5426.03,Frank Brown,Education
ORD-00619,2024-01-06,ASIA PACIFIC,China,Electronics,Laptop Pro 15,17,1484.21,,18431.66,Jack Wilson,Government
ORD-00062,2023-07-15,North America,mexico,Hardware,SSD 2TB,10,2106.53,,20968.4,Bob Smith,SMB
ORD-01130,2024-09-03,europe,italy,Hardware,GPU Unit,15,95.37,0.4151,836.73,Iris Chen,SMB
ORD-00994,2023-12-10,LATIN AMERICA,brazil,Accessories,Mouse Ergonomic,7,$2328.01,0.3618,10400.15,Henry Davis,Government
ORD-00658,2024-11-04,EUROPE,UK,Accessories,Desk Mat XL,11,2702.71,0.1635,24868.99,Bob Smith,Government
ORD-00725,2024-03-02,europe,UK,Accessories,Cable Kit,13,2989.56,0.4265,22288.66,Carol White,SMB
ORD-00745,2023-09-25,europe,France,Accessories,Docking Station,18,961.72,,14641.61,Henry Davis,Startup
ORD-00686,2024-08-05,north america,mexico,Electronics,USB Hub,21,981.49,0.3304,,Carol White,SMB
ORD-00378,2024-06-10,LATIN AMERICA,Argentina,Hardware,RAM 32GB,14,2051.14,0.0782,26470.37,Bob Smith,Government
ORD-01014,2024-10-13,LATIN AMERICA,brazil,Hardware,GPU Unit,7,2579.34,0.1946,14541.8,Alice Johnson,SMB
ORD-00432,2024-05-04,Asia pacific,South Korea,Hardware,RAM 32GB,2,$1734.22,0.3597,2220.84,Iris Chen,Enterprise
ORD-00849,2024-03-13,north america,mexico,Accessories,Keyboard Mechanical,7,2965.56,0.4277,11880.33,Carol White,Enterprise
ORD-00009,2024-08-21,ASIA PACIFIC,INDIA,Services,Support Plan,8,747.41,0.1182,5272.53,Grace Kim,Education
ORD-00489,2024-06-04,middle east,ISRAEL,Electronics,Laptop Pro 15,46,2651.36,,68189.27,Bob Smith,Startup
ORD-00586,2024-04-27,North America,Canada,Electronics,Wireless Headphones,14,2610.95,0.0993,32923.56,Jack Wilson,Government
ORD-01025,2023-01-25,middle east,Saudi Arabia,Software,Analytics Dashboard,48,1590.29,0.0387,73379.8,Bob Smith,SMB
ORD-01146,2024-10-15,LATIN AMERICA,brazil,Accessories,Cable Kit,12,$986.49,0.2742,8591.93,Bob Smith,Government
ORD-00741,2023-05-26,Asia pacific,australia,Accessories,Cable Kit,2,2540.36,0.3523,3290.78,Frank Brown,Education
ORD-00789,2023-06-10,EUROPE,italy,Electronics,4K Monitor,11,523.75,0.1849,4695.99,Bob Smith,SMB
ORD-00446,2024-04-23,Asia pacific,South Korea,Software,CRM Suite,20,1076.95,0.3889,13162.48,Iris Chen,Startup
ORD-00075,2024-05-20,middle east,turkey,Electronics,Webcam HD,1,2102.19,0.2252,1628.78,Henry Davis,Enterprise
ORD-00542,2024-03-21,LATIN AMERICA,Argentina,Hardware,SSD 2TB,4,2740.47,0.4245,6308.56,Frank Brown,Enterprise
ORD-00058,2024-06-02,middle east,uae,Electronics,USB Hub,9,1048.13,0.1668,7859.72,Frank Brown,Enterprise
ORD-01114,2024-01-14,ASIA PACIFIC,INDIA,Software,Project Manager,18,1946.16,0.0467,33394.94,Alice Johnson,Education
ORD-00735,2023-12-15,ASIA PACIFIC,Japan,Accessories,Docking Station,27,1770.78,0.4202,27720.85,Grace Kim,SMB
ORD-00298,2024-02-02,north america,UNITED STATES,Hardware,RAM 32GB,15,1459.18,0.2261,16938.89,Eva Martinez,SMB
ORD-00844,2023-08-09,North America,mexico,Accessories,Keyboard Mechanical,16,2544.52,0.284,29150.02,Henry Davis,Startup
ORD-00218,2023-07-08,ASIA PACIFIC,INDIA,Services,Support Plan,10,1063.0,0.2459,8016.08,Iris Chen,Enterprise
ORD-00704,2024-06-03,North America,UNITED STATES,Services,Consulting Package,3,2181.36,0.1971,5254.24,David Lee,Education
ORD-00645,2023-01-28,North America,United States,Electronics,USB Hub,10,2512.42,0.3339,16735.23,Frank Brown,Government
ORD-00421,2024-12-16,north america,Canada,Services,Integration Service,3142,592.28,0.2297,1433484.98,David Lee,Education
ORD-00359,2024-06-21,EUROPE,italy,Services,Consulting Package,15,$1968.36,0.3907,17989.83,Jack Wilson,Education
ORD-00911,2024-12-29,middle east,ISRAEL,Electronics,4K Monitor,9,1988.57,0.3648,11368.26,Bob Smith,Enterprise
ORD-00104,2024-12-03,middle east,UAE,Hardware,Network Switch,6,2852.15,0.0447,16347.95,Frank Brown,Education
ORD-00523,2024-09-01,middle east,UAE,Hardware,RAM 32GB,7,2528.78,0.1753,14598.39,Bob Smith,Startup
ORD-00678,2024-12-28,Asia pacific,australia,Software,Cloud Storage,49,1024.13,0.0403,48160.02,Iris Chen,Government
ORD-00820,2024-01-30,europe,UK,Hardware,GPU Unit,28,1908.58,0.026,52050.79,Grace Kim,SMB
ORD-01061,2023-12-16,Asia pacific,South Korea,Software,Project Manager,22,2001.04,0.3581,28258.29,Frank Brown,Enterprise
ORD-00267,2024-12-13,north america,Canada,Services,Consulting Package,44,686.3,0.0042,30070.37,Frank Brown,Enterprise
ORD-00007,2023-10-04,LATIN AMERICA,CHILE,Electronics,USB Hub,43,1607.07,0.208,,Iris Chen,SMB
ORD-00518,2024-12-07,europe,italy,Electronics,4K Monitor,5,2420.06,0.2883,8611.78,Eva Martinez,Startup
ORD-00794,2024-11-13,EUROPE,italy,Electronics,Wireless Headphones,4,482.21,,1462.06,Bob Smith,SMB
ORD-00753,2024-11-20,north america,canada,Accessories,Desk Mat XL,5,$2650.46,0.1922,10705.21,Alice Johnson,Startup
ORD-00139,2023-06-19,Asia pacific,South Korea,Services,Support Plan,23,2495.71,0.3641,36501.51,Henry Davis,Enterprise
ORD-00164,2024-08-11,EUROPE,Germany,Hardware,RAM 32GB,6,2159.41,0.3461,8472.23,Bob Smith,SMB
ORD-00707,2023-09-25,EUROPE,italy,Services,Training Bundle,4,1674.91,0.1615,5617.65,Frank Brown,SMB
ORD-00527,2024-12-04,LATIN AMERICA,Brazil,Services,Integration Service,3,$1571.8,0.4196,2736.82,Jack Wilson,Enterprise
ORD-01054,2023-12-10,North America,UNITED STATES,Electronics,Webcam HD,15,437.8,0.3547,4237.69,Grace Kim,Startup
ORD-00044,2024-12-05,ASIA PACIFIC,INDIA,Accessories,Mouse Ergonomic,9,1158.09,0.0664,9730.74,Alice Johnson,Enterprise
ORD-00739,2023-03-04,LATIN AMERICA,brazil,Accessories,Mouse Ergonomic,46,2259.64,0.0518,98559.17,Frank Brown,Government
ORD-00726,2024-04-11,Asia pacific,INDIA,Services,Support Plan,10,1544.41,0.3125,10617.82,Henry Davis,Enterprise
ORD-00320,2023-02-13,Asia pacific,Japan,Services,Support Plan,10,509.81,0.0867,4656.09,Grace Kim,Enterprise
ORD-00770,2023-04-24,LATIN AMERICA,Brazil,Software,Security Suite,51,72.76,0.1705,3078.08,Frank Brown,SMB
ORD-00896,2023-10-12,EUROPE,France,Software,CRM Suite,20,882.6,0.4239,10169.32,Carol White,Startup
ORD-00719,2023-01-29,middle east,Saudi Arabia,Electronics,USB Hub,9,1568.78,0.072,13102.45,Iris Chen,Education
ORD-00295,2024-03-12,ASIA PACIFIC,Japan,Software,Cloud Storage,16,2176.04,0.1722,28821.21,Carol White,Startup
ORD-01136,2024-10-23,North America,mexico,Hardware,GPU Unit,26,1835.58,0.4116,28081.44,David Lee,SMB
ORD-01004,2024-09-03,North America,Canada,Services,Integration Service,7,2713.44,0.4141,11128.63,Eva Martinez,SMB
ORD-01038,2024-07-10,middle east,Saudi Arabia,Accessories,Cable Kit,3,$375.9,0.1126,1000.72,David Lee,Government
ORD-00455,2023-09-14,North America,United States,Software,CRM Suite,7,1183.33,0.0817,7606.56,Grace Kim,Enterprise
ORD-00020,2023-10-13,europe,germany,Hardware,Server Rack,3,578.71,0.1898,,Henry Davis,SMB
ORD-00983,2024-01-30,North America,mexico,Services,Support Plan,5,325.91,0.4125,957.36,Henry Davis,Education
ORD-00563,2023-07-09,EUROPE,Germany,Accessories,Mouse Ergonomic,24,2293.92,0.3614,35157.54,Bob Smith,SMB
ORD-00940,2023-10-04,North America,UNITED STATES,Services,Support Plan,7,2605.37,0.3077,12625.88,Eva Martinez,SMB
ORD-00713,2024-06-26,Asia pacific,Japan,Hardware,SSD 2TB,7,1250.87,0.1105,7788.54,Grace Kim,SMB
ORD-01103,2023-11-10,LATIN AMERICA,CHILE,Electronics,Wireless Headphones,64,2464.05,0.263,116224.31,Frank Brown,Education
ORD-00511,2024-09-09,north america,Canada,Software,CRM Suite,15,119.79,0.3001,1257.62,Eva Martinez,Startup
ORD-00431,2024-08-11,north america,canada,Electronics,Webcam HD,4,953.09,0.3964,,Eva Martinez,Government
ORD-00138,2024-06-23,Asia pacific,China,Electronics,4K Monitor,9,312.4,0.3758,1755.0,Alice Johnson,Startup
ORD-00797,2024-04-20,europe,France,Services,Consulting Package,1739,2130.2,0.3016,2587165.39,Henry Davis,Government
ORD-00186,2024-03-28,europe,italy,Hardware,Network Switch,21,870.0,0.1559,15421.71,Eva Martinez,Government
ORD-00928,2023-01-25,Asia pacific,Japan,Hardware,RAM 32GB,16,1515.69,0.3488,15792.28,Jack Wilson,Government
ORD-00398,2024-06-03,Asia pacific,South Korea,Software,Security Suite,35,1883.58,0.4014,39462.88,Alice Johnson,Education
ORD-01138,2024-06-13,europe,germany,Services,Consulting Package,4,2865.49,0.1792,9407.98,Bob Smith,Government
ORD-00390,2023-10-30,north america,UNITED STATES,Software,Cloud Storage,7,2242.78,0.3823,9697.56,Carol White,Startup
ORD-01128,2024-02-13,ASIA PACIFIC,South Korea,Software,CRM Suite,6,1853.66,0.3125,7646.35,Henry Davis,SMB
ORD-00663,2024-11-18,North America,mexico,Electronics,USB Hub,11,2220.94,0.0246,23829.35,David Lee,Startup
ORD-00328,2023-06-27,Asia pacific,Japan,Hardware,GPU Unit,22,2343.73,0.2559,38367.33,David Lee,SMB
ORD-00318,2024-07-02,North America,canada,Services,Audit Report,9,192.33,0.2352,1323.85,Henry Davis,Education
ORD-00805,2023-11-05,ASIA PACIFIC,China,Electronics,4K Monitor,8,$1113.24,0.0984,8029.58,Jack Wilson,Government
ORD-00823,2024-06-29,EUROPE,SPAIN,Software,Project Manager,76,1286.34,0.2253,75736.1,Grace Kim,Education
ORD-00514,2023-08-03,EUROPE,UK,Services,Support Plan,5,2579.62,0.1862,10496.47,David Lee,Education
ORD-00705,2024-11-20,North America,canada,Services,Support Plan,3,2171.75,0.1876,5292.99,Frank Brown,Government
ORD-00769,2024-07-21,north america,United States,Software,Analytics Dashboard,7,664.64,0.0784,4287.73,David Lee,SMB
ORD-00433,2023-01-13,North America,UNITED STATES,Software,Project Manager,9,2097.74,,13025.08,David Lee,Government
ORD-00529,2023-06-11,LATIN AMERICA,Argentina,Hardware,SSD 2TB,14,2320.62,0.1227,28502.32,Eva Martinez,Enterprise
ORD-00756,2023-01-25,LATIN AMERICA,Argentina,Software,Security Suite,100,$1881.71,0.216,147526.06,Jack Wilson,Startup
ORD-00149,2023-01-21,EUROPE,SPAIN,Hardware,Server Rack,18,1636.8,0.2284,22733.19,Grace Kim,Government
ORD-00448,2023-06-09,middle east,ISRAEL,Services,Audit Report,5,277.76,0.1855,1131.18,Eva Martinez,Enterprise
ORD-00923,2023-03-21,LATIN AMERICA,colombia,Accessories,Keyboard Mechanical,13,559.23,0.2517,5440.13,Henry Davis,Government
ORD-00737,2023-07-05,middle east,UAE,Software,Security Suite,14,$2039.03,0.4325,16200.09,Alice Johnson,Enterprise
ORD-00946,2023-01-15,Asia pacific,South Korea,Services,Support Plan,5,2857.6,0.2596,,Frank Brown,Startup
ORD-00366,2023-10-26,North America,UNITED STATES,Electronics,Laptop Pro 15,8,673.01,0.3734,3373.66,Iris Chen,Education
ORD-00618,2023-10-22,north america,Canada,Hardware,SSD 2TB,21,2504.38,0.2942,37119.42,Grace Kim,SMB
ORD-00612,2024-06-07,EUROPE,SPAIN,Services,Consulting Package,11,1189.32,0.2714,9531.92,Alice Johnson,Startup
ORD-00790,2024-03-18,europe,italy,Electronics,Webcam HD,3,2598.43,0.0926,7073.45,Henry Davis,SMB
ORD-01140,2024-04-06,ASIA PACIFIC,INDIA,Services,Consulting Package,21,783.35,0.2716,11982.43,Iris Chen,Startup
ORD-01076,2024-05-23,Asia pacific,South Korea,Services,Support Plan,8,803.2,0.3662,,Eva Martinez,SMB
ORD-00524,2023-11-06,North America,United States,Hardware,RAM 32GB,19,2632.37,0.3733,31344.42,David Lee,Education
ORD-00233,2024-01-25,europe,italy,Electronics,USB Hub,12,2934.73,0.0763,32529.72,Carol White,SMB
ORD-00592,2023-04-11,north america,UNITED STATES,Accessories,Keyboard Mechanical,8,1189.01,0.3135,6530.04,Henry Davis,Government
ORD-00817,2024-04-25,ASIA PACIFIC,australia,Services,Training Bundle,15,$1822.01,0.0615,25649.35,David Lee,SMB
ORD-00447,2024-03-21,ASIA PACIFIC,China,Accessories,Mouse Ergonomic,16,1375.05,0.3948,13314.88,Iris Chen,Education
ORD-00159,2023-09-13,North America,mexico,Services,Consulting Package,4,1593.08,0.2923,4509.69,Bob Smith,Enterprise
ORD-00316,2024-01-14,europe,italy,Services,Training Bundle,12,1636.93,0.3985,11815.36,Carol White,Government
ORD-00257,2023-03-31,LATIN AMERICA,colombia,Electronics,Wireless Headphones,33,2997.93,0.1569,83409.31,Henry Davis,Enterprise
ORD-01019,2023-05-24,EUROPE,France,Software,Security Suite,9,1693.8,0.3864,9353.84,Eva Martinez,Startup
ORD-00097,2024-03-01,middle east,turkey,Electronics,USB Hub,15,402.91,0.147,5155.23,Carol White,SMB
ORD-00455,2023-09-14,North America,United States,Software,CRM Suite,7,1183.33,0.0817,7606.56,Grace Kim,Enterprise
ORD-01035,2024-03-24,ASIA PACIFIC,Japan,Services,Integration Service,8,1294.85,0.062,9716.55,Bob Smith,Education
ORD-00385,2024-07-04,ASIA PACIFIC,Japan,Hardware,Network Switch,6,$256.2,0.4372,865.14,Iris Chen,Enterprise
ORD-01047,2024-02-09,Asia pacific,Japan,Hardware,SSD 2TB,20,757.29,,12845.15,Alice Johnson,Education
ORD-00178,2023-06-02,europe,SPAIN,Electronics,Laptop Pro 15,38,2143.63,0.2337,62421.22,Jack Wilson,Education
ORD-00329,2024-04-20,north america,Canada,Electronics,Webcam HD,20,1087.51,0.1658,18144.02,Iris Chen,Government
ORD-00315,2024-04-29,middle east,uae,Services,Support Plan,34,628.78,0.4397,11978.38,Bob Smith,Startup
ORD-00358,2023-05-14,Asia pacific,South Korea,Services,Training Bundle,9,2589.09,0.3273,15675.13,Henry Davis,Government
ORD-00348,2024-08-31,Asia pacific,Japan,Hardware,Server Rack,3,1924.55,0.2804,,Alice Johnson,Enterprise
ORD-00464,2023-07-09,Asia pacific,INDIA,Hardware,SSD 2TB,14,1367.69,0.2277,14787.74,Alice Johnson,Education
ORD-00299,2024-08-21,north america,mexico,Accessories,Mouse Ergonomic,3101,185.18,0.2382,437458.45,David Lee,SMB
ORD-00814,2024-10-12,middle east,Saudi Arabia,Software,Analytics Dashboard,14,1821.49,0.2594,18885.94,David Lee,Startup
ORD-00836,2023-09-04,EUROPE,UK,Accessories,Cable Kit,14,$1344.39,0.2982,13208.9,David Lee,SMB
ORD-00759,2023-02-23,north america,UNITED STATES,Electronics,4K Monitor,6,$1301.19,0.0251,7611.18,Eva Martinez,Government
ORD-00681,2024-03-22,north america,Canada,Software,CRM Suite,21,117.22,0.3177,1679.56,Bob Smith,Government
ORD-00784,2024-11-05,north america,mexico,Software,Cloud Storage,19,923.65,,13602.5,Frank Brown,Startup
ORD-00636,2024-12-12,ASIA PACIFIC,Japan,Services,Integration Service,3,$2032.78,0.1777,5014.66,Jack Wilson,Enterprise
ORD-00250,2024-11-20,europe,SPAIN,Services,Audit Report,16,1062.42,0.0776,15679.62,Eva Martinez,Education
ORD-00772,2024-10-13,EUROPE,France,Software,Analytics Dashboard,7,1140.79,0.2698,5831.03,David Lee,Enterprise
ORD-00016,2024-06-13,europe,France,Accessories,Mouse Ergonomic,7,1202.98,0.168,7006.16,Henry Davis,Enterprise
ORD-00160,2023-08-08,Asia pacific,INDIA,Accessories,Cable Kit,20,362.1,0.3168,4947.73,Jack Wilson,Startup
ORD-00702,2024-09-18,ASIA PACIFIC,South Korea,Accessories,Docking Station,28,120.67,,2598.27,Henry Davis,SMB
ORD-00588,2024-04-14,LATIN AMERICA,CHILE,Software,CRM Suite,6,188.35,0.3832,697.05,Grace Kim,SMB
ORD-00361,2023-06-19,Asia pacific,South Korea,Accessories,Keyboard Mechanical,2085,1521.64,0.2231,2464808.01,Bob Smith,Government
ORD-00049,2024-08-12,europe,Germany,Software,Project Manager,16,2311.68,0.0088,36661.4,Grace Kim,Government
ORD-00633,2023-05-20,LATIN AMERICA,brazil,Software,Project Manager,10,2953.98,0.0496,28074.63,Henry Davis,Startup
ORD-00331,2023-08-08,North America,Canada,Hardware,Server Rack,12,1165.82,0.2575,10387.46,David Lee,SMB
ORD-01098,2024-03-04,north america,UNITED STATES,Services,Support Plan,2,1578.51,0.3934,1915.05,Grace Kim,Enterprise
ORD-00468,2024-05-18,middle east,UAE,Hardware,Network Switch,22,221.9,0.0939,4423.4,Bob Smith,Government
ORD-00113,2023-11-17,ASIA PACIFIC,China,Services,Training Bundle,12,1202.19,0.1406,12397.95,Eva Martinez,Startup
ORD-00339,2023-09-24,EUROPE,France,Hardware,Network Switch,16,928.17,0.1491,12636.48,Jack Wilson,Startup
ORD-00308,2024-10-16,EUROPE,France,Hardware,SSD 2TB,7,$2657.1,0.319,12666.4,Frank Brown,Government
ORD-00907,2023-01-25,EUROPE,SPAIN,Hardware,Server Rack,4,2511.08,0.4105,5921.13,David Lee,Government
ORD-00423,2024-07-26,europe,SPAIN,Software,Cloud Storage,1362,2758.33,0.3268,2529108.36,Jack Wilson,Startup
ORD-00999,2024-04-10,middle east,Saudi Arabia,Electronics,USB Hub,7,1036.38,,5839.28,Jack Wilson,Startup
ORD-00981,2023-07-30,middle east,ISRAEL,Electronics,4K Monitor,22,2619.88,0.3309,38565.16,Bob Smith,Enterprise
ORD-00484,2023-06-23,europe,italy,Hardware,SSD 2TB,14,1040.12,0.3464,9517.51,Frank Brown,Education
ORD-00761,2024-12-31,EUROPE,UK,Electronics,Webcam HD,7,$1767.55,0.0055,12304.8,Bob Smith,Education
ORD-00821,2023-09-25,LATIN AMERICA,colombia,Electronics,4K Monitor,8,2032.5,0.2904,11538.1,Jack Wilson,Government
